player_id,level,is_completed,prize
salty-cable494,Level 27,True,Rare Prize
witty-apparatus559,Level 3,False,Common Prize
tall-calculator104,Level 26,False,Rare Prize
sudden-canvas472,Level 20,False,Rare Prize
bent-bead896,Level 8,True,Common Prize
aberrant-credit633,Level 19,True,Legendary Prize
zealous-direction22,Level 25,False,Rare Prize
quixotic-cart363,Level 24,True,Rare Prize
hollow-attack603,Level 13,False,Rare Prize
aberrant-cabbage504,Level 21,False,Rare Prize
sore-bottle945,Level 2,True,Common Prize
sore-answer311,Level 29,True,Rare Prize
past-damage236,Level 25,False,Rare Prize
glorious-coat266,Level 14,True,Rare Prize
stupendous-afterthought796,Level 8,False,Common Prize
aberrant-cattle337,Level 22,True,Rare Prize
redundant-credit74,Level 26,True,Rare Prize
wistful-bait924,Level 29,True,Rare Prize
tall-bait330,Level 14,False,Rare Prize
wonderful-direction158,Level 20,False,Rare Prize
quixotic-cart363,Level 24,True,Rare Prize
tall-cart745,Level 1,False,Rare Prize
responsible-development200,Level 21,True,Rare Prize
hollow-development818,Level 21,False,Rare Prize
vivacious-advice329,Level 10,True,Common Prize
glorious-building422,Level 4,False,Common Prize
vivacious-bait536,Level 29,False,Rare Prize
salty-bait99,Level 22,True,Rare Prize
salty-cast115,Level 21,True,Rare Prize
hollow-dime537,Level 21,False,Rare Prize
quixotic-cart363,Level 20,False,Rare Prize
bent-afterthought36,Level 29,False,Rare Prize
past-coat945,Level 5,False,Common Prize
salty-bait99,Level 27,False,Rare Prize
sudden-education415,Level 18,False,Common Prize
glorious-education927,Level 20,False,Rare Prize
shocking-development368,Level 13,False,Rare Prize
glorious-education927,Level 4,True,Common Prize
redundant-crook375,Level 29,False,Rare Prize
glib-ball394,Level 18,True,Common Prize
wistful-credit36,Level 6,True,Common Prize
glib-bottle405,Level 15,True,Common Prize
responsible-education541,Level 16,False,Common Prize
hollow-deer227,Level 9,False,Rare Prize
well-off-cast200,Level 1,False,Rare Prize
bent-credit188,Level 17,False,Common Prize
salty-bait960,Level 24,True,Rare Prize
responsible-development185,Level 5,True,Common Prize
redundant-crook375,Level 12,True,Rare Prize
sore-bottle945,Level 16,True,Common Prize
aberrant-attack550,Level 5,False,Common Prize
sore-answer311,Level 17,True,Common Prize
shocking-bead400,Level 18,True,Common Prize
volatile-cricket73,Level 2,True,Common Prize
zealous-apparatus778,Level 8,False,Common Prize
aberrant-carriage344,Level 23,True,Common Prize
glorious-dirt898,Level 10,True,Common Prize
zealous-answer832,Level 14,True,Rare Prize
wary-attack73,Level 16,False,Common Prize
zealous-channel118,Level 27,True,Rare Prize
stupendous-direction447,Level 8,False,Common Prize
volatile-building910,Level 29,False,Rare Prize
glib-bottle405,Level 22,True,Rare Prize
tense-current749,Level 4,False,Common Prize
responsible-carriage673,Level 16,True,Common Prize
responsible-advice940,Level 18,True,Common Prize
tall-cart745,Level 21,True,Rare Prize
sudden-dirt342,Level 25,False,Rare Prize
glib-cart503,Level 10,True,Common Prize
well-off-cast200,Level 30,True,Legendary Prize
plastic-dime484,Level 26,True,Rare Prize
plastic-deer792,Level 20,True,Rare Prize
glorious-development98,Level 23,True,Common Prize
well-off-camera620,Level 7,False,Rare Prize
vivacious-attack680,Level 2,False,Common Prize
witty-apparatus620,Level 30,True,Legendary Prize
volatile-dirt33,Level 17,False,Common Prize
glib-ball394,Level 7,False,Rare Prize
sudden-channel656,Level 29,True,Rare Prize
volatile-bead344,Level 18,False,Common Prize
vivacious-advice329,Level 14,True,Rare Prize
plastic-apparatus841,Level 6,True,Common Prize
wistful-bait463,Level 9,False,Rare Prize
vivacious-carriage296,Level 18,False,Common Prize
vivacious-cup539,Level 3,True,Common Prize
plastic-dime484,Level 4,False,Common Prize
aberrant-cabbage504,Level 2,True,Common Prize
glorious-dirt898,Level 16,True,Common Prize
responsible-ball650,Level 2,True,Common Prize
tense-current749,Level 11,False,Common Prize
quixotic-dirt254,Level 27,True,Rare Prize
aberrant-afterthought151,Level 22,True,Rare Prize
bent-credit188,Level 19,False,Legendary Prize
wistful-apparatus615,Level 5,True,Common Prize
responsible-advice44,Level 17,True,Common Prize
aberrant-attack550,Level 20,True,Rare Prize
wary-air779,Level 9,True,Rare Prize
tall-cart745,Level 17,True,Common Prize
quixotic-current580,Level 9,False,Rare Prize
glorious-damage921,Level 30,True,Legendary Prize
responsible-development200,Level 10,False,Common Prize
wary-art863,Level 11,True,Common Prize
quixotic-current580,Level 14,True,Rare Prize
aberrant-cabbage504,Level 12,False,Rare Prize
hollow-attack603,Level 13,False,Rare Prize
redundant-direction341,Level 10,False,Common Prize
volatile-attack406,Level 18,False,Common Prize
glorious-dirt898,Level 25,True,Rare Prize
hollow-canvas378,Level 6,True,Common Prize
shocking-cast106,Level 17,True,Common Prize
wonderful-direction158,Level 16,False,Common Prize
fierce-channel356,Level 28,True,Common Prize
plastic-afterthought250,Level 6,False,Common Prize
sudden-bead438,Level 9,False,Rare Prize
hollow-cricket577,Level 11,False,Common Prize
well-off-cup317,Level 2,True,Common Prize
redundant-credit74,Level 26,False,Rare Prize
zealous-direction22,Level 21,True,Rare Prize
aberrant-cabbage504,Level 22,True,Rare Prize
sudden-building244,Level 1,False,Rare Prize
witty-apparatus559,Level 25,True,Rare Prize
responsible-education132,Level 29,True,Rare Prize
quixotic-cart363,Level 12,False,Rare Prize
responsible-advice44,Level 29,True,Rare Prize
aberrant-attack550,Level 15,False,Common Prize
vivacious-advice329,Level 29,False,Rare Prize
quixotic-bottle689,Level 17,True,Common Prize
aberrant-credit633,Level 28,False,Common Prize
hollow-dime537,Level 30,False,Legendary Prize
incandescent-canvas721,Level 7,False,Rare Prize
redundant-camera167,Level 16,False,Common Prize
incandescent-air398,Level 2,True,Common Prize
hollow-current204,Level 4,False,Common Prize
plastic-dime484,Level 2,False,Common Prize
responsible-advice44,Level 23,True,Common Prize
well-off-cast200,Level 30,False,Legendary Prize
hollow-dime537,Level 27,True,Rare Prize
incandescent-development104,Level 20,True,Rare Prize
volatile-attack406,Level 10,False,Common Prize
incandescent-attack565,Level 15,False,Common Prize
aberrant-current175,Level 17,False,Common Prize
sudden-channel656,Level 2,True,Common Prize
wistful-celery380,Level 11,False,Common Prize
plastic-answer911,Level 5,True,Common Prize
redundant-camera167,Level 28,True,Common Prize
well-off-cup317,Level 5,False,Common Prize
past-coat945,Level 9,True,Rare Prize
bent-calculator500,Level 5,False,Common Prize
glib-cart503,Level 15,False,Common Prize
wary-art863,Level 21,True,Rare Prize
vivacious-deer962,Level 20,False,Rare Prize
vivacious-air780,Level 13,False,Rare Prize
bent-credit123,Level 16,False,Common Prize
wistful-animal921,Level 9,True,Rare Prize
vivacious-bait536,Level 22,True,Rare Prize
stupendous-education369,Level 25,False,Rare Prize
quixotic-cart363,Level 12,False,Rare Prize
witty-apparatus620,Level 12,False,Rare Prize
salty-cast115,Level 15,True,Common Prize
wretched-direction504,Level 16,False,Common Prize
wistful-bait924,Level 28,False,Common Prize
glorious-dust939,Level 9,False,Rare Prize
aberrant-credit283,Level 22,True,Rare Prize
past-chess681,Level 29,False,Rare Prize
glorious-dirt898,Level 23,True,Common Prize
stupendous-canvas458,Level 14,True,Rare Prize
wretched-cart637,Level 1,False,Rare Prize
quixotic-cast184,Level 14,True,Rare Prize
responsible-development185,Level 30,True,Legendary Prize
redundant-crook375,Level 10,True,Common Prize
redundant-camera167,Level 22,True,Rare Prize
salty-camera996,Level 17,False,Common Prize
wistful-advice169,Level 8,False,Common Prize
vivacious-bait536,Level 19,False,Legendary Prize
responsible-development185,Level 10,False,Common Prize
salty-cricket638,Level 1,False,Rare Prize
shocking-cabbage542,Level 19,True,Legendary Prize
stupendous-dust197,Level 30,False,Legendary Prize
bent-calculator500,Level 10,False,Common Prize
plastic-afterthought250,Level 8,False,Common Prize
plastic-apparatus841,Level 8,False,Common Prize
responsible-ball650,Level 29,True,Rare Prize
zealous-channel118,Level 12,True,Rare Prize
well-off-cup317,Level 21,True,Rare Prize
wary-art863,Level 11,True,Common Prize
aberrant-current175,Level 23,False,Common Prize
tall-bead458,Level 29,True,Rare Prize
wary-current657,Level 17,False,Common Prize
sore-carriage679,Level 10,False,Common Prize
zealous-answer832,Level 28,False,Common Prize
stupendous-ball306,Level 28,True,Common Prize
past-chess681,Level 13,False,Rare Prize
vivacious-attack680,Level 30,False,Legendary Prize
glorious-dust939,Level 20,True,Rare Prize
salty-bottle251,Level 5,False,Common Prize
quixotic-cast184,Level 1,False,Rare Prize
glorious-coat266,Level 30,True,Legendary Prize
volatile-dirt33,Level 29,True,Rare Prize
vivacious-carriage296,Level 18,False,Common Prize
stupendous-cheese652,Level 28,False,Common Prize
stupendous-education796,Level 6,True,Common Prize
tense-current749,Level 23,True,Common Prize
glorious-bead746,Level 25,True,Rare Prize
salty-bait99,Level 3,True,Common Prize
sudden-bead438,Level 29,True,Rare Prize
past-coat945,Level 8,False,Common Prize
salty-bottle251,Level 13,False,Rare Prize
vivacious-attack680,Level 13,False,Rare Prize
quixotic-cheese223,Level 1,True,Rare Prize
hollow-cricket577,Level 27,True,Rare Prize
responsible-carriage673,Level 20,True,Rare Prize
incandescent-development104,Level 10,False,Common Prize
glorious-cheese21,Level 11,False,Common Prize
wary-direction54,Level 26,False,Rare Prize
glorious-bead746,Level 20,True,Rare Prize
wary-cattle953,Level 5,False,Common Prize
shocking-craft230,Level 2,False,Common Prize
hollow-cricket577,Level 20,True,Rare Prize
past-coat945,Level 3,False,Common Prize
vivacious-advice329,Level 24,True,Rare Prize
quixotic-canvas507,Level 29,True,Rare Prize
incandescent-attack565,Level 4,True,Common Prize
sore-carriage679,Level 19,True,Legendary Prize
past-damage236,Level 6,False,Common Prize
incandescent-air398,Level 21,True,Rare Prize
bent-credit188,Level 17,True,Common Prize
past-chess681,Level 9,False,Rare Prize
stupendous-canvas458,Level 21,False,Rare Prize
wistful-celery380,Level 27,False,Rare Prize
aberrant-carriage344,Level 12,False,Rare Prize
shocking-craft230,Level 17,False,Common Prize
wistful-credit36,Level 14,False,Rare Prize
wary-current77,Level 29,True,Rare Prize
volatile-cricket73,Level 9,False,Rare Prize
sudden-channel656,Level 13,True,Rare Prize
stupendous-current947,Level 15,False,Common Prize
hollow-discussion316,Level 10,True,Common Prize
tall-cup865,Level 19,False,Legendary Prize
fierce-coat272,Level 20,True,Rare Prize
witty-bottle148,Level 16,True,Common Prize
bent-bead896,Level 28,True,Common Prize
sudden-dirt300,Level 28,True,Common Prize
shocking-cast106,Level 11,True,Common Prize
sudden-education415,Level 8,False,Common Prize
wistful-advice169,Level 17,True,Common Prize
wary-attack73,Level 23,False,Common Prize
witty-apparatus559,Level 2,True,Common Prize
volatile-attack406,Level 23,False,Common Prize
plastic-afterthought250,Level 18,False,Common Prize
witty-apparatus620,Level 29,True,Rare Prize
glorious-education687,Level 16,True,Common Prize
wary-credit390,Level 22,True,Rare Prize
sore-art510,Level 3,True,Common Prize
hollow-afterthought131,Level 24,True,Rare Prize
witty-apparatus620,Level 8,False,Common Prize
zealous-apparatus778,Level 15,True,Common Prize
volatile-cricket73,Level 23,False,Common Prize
redundant-ball989,Level 4,True,Common Prize
fierce-deer869,Level 17,False,Common Prize
plastic-answer911,Level 5,False,Common Prize
stupendous-dust197,Level 13,True,Rare Prize
zealous-direction22,Level 3,False,Common Prize
stupendous-cheese652,Level 29,False,Rare Prize
glib-direction906,Level 11,False,Common Prize
vivacious-advice329,Level 7,False,Rare Prize
stupendous-education796,Level 28,True,Common Prize
plastic-dime484,Level 29,True,Rare Prize
hollow-bait769,Level 19,False,Legendary Prize
stupendous-cheese652,Level 29,True,Rare Prize
glorious-education927,Level 2,False,Common Prize
sore-carriage679,Level 18,False,Common Prize
incandescent-direction272,Level 16,False,Common Prize
shocking-development368,Level 8,False,Common Prize
salty-camera996,Level 12,True,Rare Prize
salty-camera996,Level 30,False,Legendary Prize
stupendous-current947,Level 15,False,Common Prize
glorious-education687,Level 24,False,Rare Prize
wistful-apparatus615,Level 1,False,Rare Prize
redundant-credit74,Level 18,False,Common Prize
volatile-cricket73,Level 2,True,Common Prize
fierce-advice731,Level 22,True,Rare Prize
sudden-dirt342,Level 28,False,Common Prize
glorious-cheese21,Level 23,False,Common Prize
sore-bottle945,Level 30,True,Legendary Prize
hollow-current204,Level 17,False,Common Prize
plastic-apparatus841,Level 11,False,Common Prize
sudden-bead438,Level 5,True,Common Prize
glib-ball394,Level 29,False,Rare Prize
zealous-cabbage77,Level 11,True,Common Prize
glorious-coat266,Level 24,False,Rare Prize
sudden-education415,Level 13,True,Rare Prize
volatile-dirt33,Level 6,True,Common Prize
aberrant-attack550,Level 22,True,Rare Prize
salty-bait960,Level 16,True,Common Prize
quixotic-canvas507,Level 18,True,Common Prize
well-off-afterthought469,Level 25,True,Rare Prize
hollow-afterthought131,Level 7,False,Rare Prize
bent-afterthought36,Level 20,True,Rare Prize
quixotic-canvas507,Level 23,True,Common Prize
vivacious-apparatus43,Level 23,False,Common Prize
salty-bottle251,Level 2,False,Common Prize
curious-advice25,Level 23,False,Common Prize
glib-direction906,Level 15,True,Common Prize
wary-current657,Level 12,True,Rare Prize
zealous-channel118,Level 7,True,Rare Prize
vivacious-deer925,Level 5,True,Common Prize
glorious-cheese21,Level 18,False,Common Prize
plastic-deer792,Level 4,True,Common Prize
shocking-dirt958,Level 28,True,Common Prize
vivacious-carriage296,Level 17,False,Common Prize
plastic-deer792,Level 17,True,Common Prize
tall-bead458,Level 14,False,Rare Prize
bent-afterthought36,Level 29,True,Rare Prize
hollow-deer227,Level 10,True,Common Prize
plastic-dime484,Level 29,False,Rare Prize
aberrant-cattle337,Level 16,True,Common Prize
shocking-craft230,Level 15,False,Common Prize
hollow-attack603,Level 4,False,Common Prize
plastic-answer911,Level 15,True,Common Prize
bent-bead896,Level 13,True,Rare Prize
vivacious-cattle71,Level 7,False,Rare Prize
incandescent-account865,Level 27,True,Rare Prize
hollow-chess205,Level 11,True,Common Prize
zealous-channel118,Level 26,True,Rare Prize
incandescent-attack565,Level 24,True,Rare Prize
hollow-discussion316,Level 25,True,Rare Prize
glib-cart729,Level 20,False,Rare Prize
volatile-cricket73,Level 4,False,Common Prize
hollow-development818,Level 10,False,Common Prize
shocking-dirt958,Level 29,False,Rare Prize
salty-bait960,Level 13,False,Rare Prize
hollow-afterthought131,Level 18,True,Common Prize
plastic-damage514,Level 1,False,Rare Prize
hollow-direction32,Level 15,False,Common Prize
wary-building641,Level 14,False,Rare Prize
shocking-dirt958,Level 28,False,Common Prize
past-bottle13,Level 16,False,Common Prize
witty-cast223,Level 26,False,Rare Prize
vivacious-cup539,Level 28,True,Common Prize
plastic-apparatus841,Level 1,False,Rare Prize
volatile-building910,Level 13,True,Rare Prize
responsible-carriage673,Level 17,True,Common Prize
quixotic-dirt254,Level 17,True,Common Prize
incandescent-attack565,Level 23,True,Common Prize
hollow-channel522,Level 25,True,Rare Prize
quixotic-deer985,Level 28,False,Common Prize
quixotic-bottle689,Level 5,False,Common Prize
aberrant-afterthought151,Level 5,False,Common Prize
past-chess681,Level 20,True,Rare Prize
witty-apparatus559,Level 29,False,Rare Prize
aberrant-canvas533,Level 16,False,Common Prize
plastic-apparatus841,Level 2,True,Common Prize
vivacious-cup539,Level 2,True,Common Prize
well-off-cast200,Level 24,True,Rare Prize
sore-carriage679,Level 27,False,Rare Prize
wary-cattle953,Level 17,True,Common Prize
vivacious-carriage296,Level 26,True,Rare Prize
aberrant-deer94,Level 22,False,Rare Prize
glib-direction906,Level 24,True,Rare Prize
zealous-channel118,Level 12,True,Rare Prize
stupendous-education796,Level 23,False,Common Prize
stupendous-education796,Level 11,False,Common Prize
aberrant-credit633,Level 1,True,Rare Prize
wistful-advice169,Level 12,True,Rare Prize
redundant-crook375,Level 20,True,Rare Prize
tense-current749,Level 5,False,Common Prize
salty-cable494,Level 26,False,Rare Prize
volatile-dust970,Level 25,False,Rare Prize
wistful-apparatus615,Level 20,False,Rare Prize
hollow-bait769,Level 14,False,Rare Prize
plastic-apparatus841,Level 28,False,Common Prize
past-chess681,Level 26,False,Rare Prize
well-off-camera620,Level 14,True,Rare Prize
wistful-animal921,Level 26,True,Rare Prize
sore-answer311,Level 30,True,Legendary Prize
wistful-bait924,Level 8,True,Common Prize
witty-apparatus559,Level 1,True,Rare Prize
vivacious-carriage296,Level 18,False,Common Prize
stupendous-cheese652,Level 18,True,Common Prize
vivacious-attack680,Level 26,True,Rare Prize
aberrant-canvas533,Level 18,True,Common Prize
salty-current401,Level 18,True,Common Prize
aberrant-cattle337,Level 1,False,Rare Prize
witty-apparatus559,Level 17,False,Common Prize
wistful-canvas589,Level 2,True,Common Prize
bent-bead896,Level 5,True,Common Prize
plastic-dinner508,Level 10,True,Common Prize
hollow-dime537,Level 16,True,Common Prize
sore-carriage679,Level 26,True,Rare Prize
volatile-attack406,Level 11,True,Common Prize
wary-credit390,Level 7,True,Rare Prize
vivacious-cattle71,Level 6,True,Common Prize
hollow-deer227,Level 25,True,Rare Prize
glorious-dirt898,Level 7,True,Rare Prize
plastic-dinner508,Level 12,True,Rare Prize
quixotic-bottle689,Level 2,False,Common Prize
hollow-chess205,Level 16,True,Common Prize
aberrant-cabbage504,Level 15,False,Common Prize
redundant-bead6,Level 4,False,Common Prize
redundant-crook375,Level 9,True,Rare Prize
sore-art510,Level 30,False,Legendary Prize
witty-apparatus620,Level 26,False,Rare Prize
curious-advice25,Level 14,False,Rare Prize
quixotic-bottle689,Level 23,False,Common Prize
wretched-direction504,Level 4,True,Common Prize
bent-bead896,Level 13,True,Rare Prize
hollow-dime829,Level 29,False,Rare Prize
wary-building641,Level 28,False,Common Prize
sudden-building244,Level 24,False,Rare Prize
vivacious-bait536,Level 10,False,Common Prize
stupendous-afterthought796,Level 24,False,Rare Prize
glorious-cheese21,Level 17,False,Common Prize
volatile-attack406,Level 20,True,Rare Prize
responsible-development200,Level 22,False,Rare Prize
stupendous-direction447,Level 8,False,Common Prize
vivacious-cattle71,Level 4,False,Common Prize
well-off-afterthought469,Level 5,True,Common Prize
vivacious-apparatus43,Level 2,False,Common Prize
well-off-cup317,Level 19,False,Legendary Prize
shocking-bead400,Level 22,True,Rare Prize
salty-cable494,Level 27,False,Rare Prize
shocking-development368,Level 19,True,Legendary Prize
wistful-apparatus615,Level 11,False,Common Prize
aberrant-credit633,Level 26,False,Rare Prize
well-off-afterthought469,Level 12,False,Rare Prize
redundant-cast954,Level 9,True,Rare Prize
past-damage236,Level 22,True,Rare Prize
vivacious-deer962,Level 19,True,Legendary Prize
wistful-animal921,Level 10,False,Common Prize
fierce-deer869,Level 6,False,Common Prize
vivacious-cup539,Level 11,False,Common Prize
salty-cable494,Level 29,True,Rare Prize
fierce-channel356,Level 27,False,Rare Prize
responsible-advice940,Level 4,False,Common Prize
hollow-craft478,Level 6,False,Common Prize
wary-current77,Level 8,True,Common Prize
glorious-dinner437,Level 19,True,Legendary Prize
wary-credit390,Level 2,True,Common Prize
wistful-celery592,Level 29,False,Rare Prize
aberrant-afterthought151,Level 28,False,Common Prize
hollow-development818,Level 9,False,Rare Prize
redundant-camera167,Level 16,False,Common Prize
redundant-bottle116,Level 13,True,Rare Prize
aberrant-afterthought151,Level 17,True,Common Prize
quixotic-dirt254,Level 19,False,Legendary Prize
redundant-crook375,Level 16,True,Common Prize
glorious-dirt898,Level 5,True,Common Prize
quixotic-cart363,Level 30,True,Legendary Prize
bent-credit188,Level 17,True,Common Prize
bent-credit123,Level 23,False,Common Prize
stupendous-dust197,Level 11,True,Common Prize
redundant-cast954,Level 4,False,Common Prize
sore-camera90,Level 29,False,Rare Prize
zealous-apparatus778,Level 27,True,Rare Prize
quixotic-current580,Level 30,False,Legendary Prize
plastic-afterthought250,Level 16,False,Common Prize
well-off-cast200,Level 27,False,Rare Prize
responsible-development185,Level 19,True,Legendary Prize
glorious-coat266,Level 9,True,Rare Prize
vivacious-cup539,Level 27,True,Rare Prize
glorious-dust939,Level 29,False,Rare Prize
wistful-credit36,Level 27,True,Rare Prize
bent-credit123,Level 5,False,Common Prize
responsible-development185,Level 26,True,Rare Prize
redundant-direction341,Level 15,False,Common Prize
quixotic-deer985,Level 5,True,Common Prize
volatile-discussion917,Level 4,False,Common Prize
responsible-dinner444,Level 23,True,Common Prize
sudden-canvas472,Level 16,False,Common Prize
plastic-dime484,Level 29,False,Rare Prize
plastic-answer911,Level 20,True,Rare Prize
wistful-development755,Level 29,False,Rare Prize
salty-cricket638,Level 16,False,Common Prize
sore-camera90,Level 3,False,Common Prize
sore-art510,Level 19,True,Legendary Prize
shocking-chess994,Level 18,False,Common Prize
quixotic-dirt254,Level 24,True,Rare Prize
aberrant-cattle337,Level 17,False,Common Prize
glib-ball394,Level 17,False,Common Prize
hollow-craft478,Level 3,True,Common Prize
wary-cattle953,Level 6,False,Common Prize
glorious-dirt898,Level 26,True,Rare Prize
hollow-deer227,Level 29,True,Rare Prize
volatile-dust970,Level 24,False,Rare Prize
vivacious-attack680,Level 12,False,Rare Prize
zealous-channel118,Level 10,False,Common Prize
shocking-dirt958,Level 24,True,Rare Prize
aberrant-carriage344,Level 20,True,Rare Prize
zealous-channel118,Level 19,False,Legendary Prize
stupendous-education369,Level 4,False,Common Prize
tall-bait330,Level 20,False,Rare Prize
wistful-canvas589,Level 12,False,Rare Prize
wistful-bait924,Level 6,True,Common Prize
salty-bait99,Level 13,True,Rare Prize
aberrant-cattle337,Level 25,True,Rare Prize
stupendous-direction447,Level 23,True,Common Prize
aberrant-cabbage504,Level 18,True,Common Prize
wistful-credit36,Level 2,False,Common Prize
aberrant-current175,Level 12,False,Rare Prize
salty-cast115,Level 30,True,Legendary Prize
well-off-cup317,Level 8,False,Common Prize
aberrant-carriage344,Level 10,False,Common Prize
shocking-dirt958,Level 5,True,Common Prize
hollow-development818,Level 18,True,Common Prize
incandescent-canvas721,Level 11,True,Common Prize
vivacious-apparatus43,Level 27,False,Rare Prize
wretched-cart637,Level 11,False,Common Prize
redundant-ball989,Level 8,False,Common Prize
vivacious-apparatus43,Level 17,True,Common Prize
redundant-bottle116,Level 30,True,Legendary Prize
well-off-cup317,Level 17,True,Common Prize
fierce-carriage85,Level 8,False,Common Prize
wistful-canvas589,Level 15,False,Common Prize
salty-current401,Level 23,True,Common Prize
vivacious-deer925,Level 23,True,Common Prize
glorious-education687,Level 19,False,Legendary Prize
stupendous-canvas458,Level 25,True,Rare Prize
well-off-afterthought469,Level 2,False,Common Prize
glorious-education687,Level 19,False,Legendary Prize
tall-bead458,Level 20,False,Rare Prize
responsible-dinner444,Level 22,False,Rare Prize
wary-cattle953,Level 17,False,Common Prize
fierce-coat272,Level 24,True,Rare Prize
glib-direction906,Level 28,False,Common Prize
witty-apparatus620,Level 29,True,Rare Prize
vivacious-bait536,Level 14,False,Rare Prize
tall-bead458,Level 17,False,Common Prize
witty-apparatus559,Level 27,True,Rare Prize
wistful-bait924,Level 18,True,Common Prize
redundant-camera167,Level 3,True,Common Prize
quixotic-cart363,Level 20,True,Rare Prize
glib-direction906,Level 10,True,Common Prize
past-chess681,Level 25,True,Rare Prize
redundant-credit74,Level 8,False,Common Prize
incandescent-account865,Level 6,False,Common Prize
vivacious-air780,Level 19,True,Legendary Prize
vivacious-carriage296,Level 20,False,Rare Prize
vivacious-attack680,Level 29,False,Rare Prize
stupendous-canvas458,Level 26,False,Rare Prize
vivacious-deer925,Level 7,True,Rare Prize
vivacious-cattle71,Level 2,False,Common Prize
aberrant-carriage344,Level 13,False,Rare Prize
shocking-bead400,Level 2,True,Common Prize
glorious-dust939,Level 3,False,Common Prize
bent-bead896,Level 15,False,Common Prize
salty-cast115,Level 23,False,Common Prize
glorious-coat266,Level 2,False,Common Prize
plastic-dime484,Level 12,True,Rare Prize
salty-canvas940,Level 2,True,Common Prize
wary-current657,Level 30,True,Legendary Prize
sudden-bead438,Level 2,True,Common Prize
wonderful-advice544,Level 28,False,Common Prize
plastic-apparatus841,Level 7,True,Rare Prize
redundant-bottle116,Level 22,False,Rare Prize
tall-cup442,Level 3,False,Common Prize
responsible-ball650,Level 14,False,Rare Prize
wary-art863,Level 5,True,Common Prize
shocking-craft230,Level 29,False,Rare Prize
glib-air1,Level 30,False,Legendary Prize
redundant-camera167,Level 12,False,Rare Prize
vivacious-apparatus43,Level 3,False,Common Prize
glorious-dirt898,Level 21,False,Rare Prize
tall-bait330,Level 28,True,Common Prize
aberrant-credit283,Level 12,False,Rare Prize
hollow-canvas378,Level 5,False,Common Prize
witty-apparatus620,Level 24,True,Rare Prize
responsible-development185,Level 23,False,Common Prize
hollow-deer227,Level 23,True,Common Prize
aberrant-current175,Level 21,True,Rare Prize
tall-bait330,Level 14,False,Rare Prize
responsible-development185,Level 6,False,Common Prize
wary-attack73,Level 7,False,Rare Prize
fierce-coat272,Level 17,False,Common Prize
hollow-chess205,Level 5,False,Common Prize
quixotic-current580,Level 27,True,Rare Prize
redundant-cast954,Level 5,True,Common Prize
stupendous-education796,Level 27,False,Rare Prize
salty-bottle251,Level 28,False,Common Prize
redundant-bottle116,Level 27,False,Rare Prize
responsible-ball650,Level 16,True,Common Prize
quixotic-bottle689,Level 19,True,Legendary Prize
wistful-credit36,Level 1,False,Rare Prize
incandescent-canvas721,Level 29,True,Rare Prize
volatile-building910,Level 27,True,Rare Prize
wistful-apparatus615,Level 23,True,Common Prize
well-off-cup317,Level 2,False,Common Prize
glib-direction906,Level 9,False,Rare Prize
fierce-coat272,Level 8,False,Common Prize
vivacious-bait536,Level 2,True,Common Prize
glorious-building422,Level 28,False,Common Prize
past-bottle13,Level 12,False,Rare Prize
incandescent-attack565,Level 6,False,Common Prize
hollow-direction32,Level 6,False,Common Prize
plastic-dime484,Level 29,True,Rare Prize
wistful-canvas589,Level 24,True,Rare Prize
sudden-channel656,Level 11,True,Common Prize
fierce-channel356,Level 8,True,Common Prize
quixotic-canvas507,Level 3,False,Common Prize
stupendous-cheese652,Level 3,True,Common Prize
wonderful-direction158,Level 21,True,Rare Prize
quixotic-cast184,Level 5,False,Common Prize
glib-ball394,Level 22,False,Rare Prize
stupendous-cheese652,Level 16,False,Common Prize
aberrant-carriage344,Level 3,False,Common Prize
aberrant-cattle337,Level 5,True,Common Prize
sudden-bead438,Level 30,False,Legendary Prize
salty-current401,Level 27,True,Rare Prize
zealous-channel118,Level 14,True,Rare Prize
responsible-advice44,Level 30,True,Legendary Prize
wistful-canvas589,Level 9,True,Rare Prize
sudden-bead438,Level 5,False,Common Prize
fierce-coat272,Level 8,False,Common Prize
vivacious-deer962,Level 18,True,Common Prize
quixotic-canvas507,Level 12,True,Rare Prize
glib-cart503,Level 12,False,Rare Prize
hollow-discussion316,Level 23,False,Common Prize
volatile-attack406,Level 13,True,Rare Prize
sudden-cattle817,Level 2,False,Common Prize
vivacious-attack680,Level 15,True,Common Prize
tall-bait330,Level 5,True,Common Prize
aberrant-afterthought151,Level 28,False,Common Prize
wary-building641,Level 23,False,Common Prize
vivacious-carriage296,Level 26,True,Rare Prize
glorious-damage921,Level 14,False,Rare Prize
vivacious-advice329,Level 29,True,Rare Prize
vivacious-cup539,Level 30,False,Legendary Prize
glorious-dust939,Level 17,False,Common Prize
quixotic-canvas507,Level 18,True,Common Prize
glib-direction906,Level 17,False,Common Prize
wonderful-direction158,Level 12,False,Rare Prize
glorious-dust939,Level 1,False,Rare Prize
wonderful-bait44,Level 19,False,Legendary Prize
zealous-direction22,Level 5,True,Common Prize
glib-bottle405,Level 10,True,Common Prize
plastic-dime484,Level 19,True,Legendary Prize
fierce-advice731,Level 2,False,Common Prize
aberrant-canvas533,Level 18,False,Common Prize
fierce-channel356,Level 6,False,Common Prize
vivacious-advice329,Level 2,True,Common Prize
incandescent-account865,Level 24,False,Rare Prize
